prompt,model,N,Mean,SD
cot,codellama,6,55.555,40.36958892532843
cot,mistral,6,30.554999999999996,26.70212931584296
cot,starcoder2,6,22.221666666666664,40.36848791652552
few_shot,codellama,6,66.66666666666667,42.16422923126506
few_shot,mistral,6,55.555,40.36958892532843
few_shot,starcoder2,6,16.666666666666668,40.8248290463863
zero,codellama,6,47.221666666666664,45.23621134297905
zero,mistral,6,33.333333333333336,42.164229231265054
zero,starcoder2,6,0.0,0.0
